77,5,113,5,113,17,77,17
134,4,156,4,156,16,134,16
171,4,257,2,257,15,172,17
277,8,292,8,292,17,277,17
308,5,365,6,365,17,307,15
30,6,56,6,56,17,30,17
65,16,131,15,132,27,65,29
146,15,195,17,194,29,146,27
209,17,237,17,237,28,209,28
276,16,400,20,399,40,275,36
358,17,399,21,398,30,358,26
246,21,257,21,257,28,246,28
146,29,297,29,297,40,146,40
306,28,329,28,329,38,306,38
86,29,117,29,117,40,86,40
121,29,144,29,144,40,121,40
205,47,265,52,264,65,204,60
282,50,315,48,316,59,282,61
128,49,162,49,162,61,128,61
334,50,387,49,388,59,334,61
78,50,108,50,108,61,78,61
228,60,242,60,242,70,228,70
356,60,385,60,385,70,356,70
133,62,158,62,158,73,133,73
176,61,213,61,213,72,176,72
258,62,292,62,292,72,258,72
303,60,345,62,344,85,302,82
62,62,112,62,112,85,62,85
214,72,245,72,245,82,214,82
344,72,352,72,352,80,344,80
98,74,146,72,147,83,98,85
161,72,196,72,196,84,161,84
258,73,288,73,288,82,258,82
128,82,254,82,254,105,128,105
254,82,326,82,326,106,254,106
337,85,385,85,385,93,337,93
69,84,106,84,106,97,69,97
328,94,366,94,366,116,328,116
69,96,84,96,84,106,69,106
94,96,140,96,140,120,94,120
197,106,234,106,234,116,197,116
271,109,294,107,295,114,272,116
305,105,318,105,318,116,305,116
66,106,96,106,96,129,66,129
158,108,182,108,182,116,158,116
245,109,253,109,253,116,245,116
257,114,297,117,297,129,256,126
185,117,208,117,208,128,185,128
310,117,338,117,338,126,310,126
348,118,408,118,408,126,348,126
120,118,170,118,170,128,120,128
218,120,246,120,246,130,218,130
234,127,290,126,290,137,234,139
308,126,373,126,373,137,308,137
68,128,107,126,108,138,69,140
116,130,143,128,144,138,117,140
172,129,218,129,218,142,172,142
66,139,117,137,117,149,66,150
181,160,232,160,232,173,181,173
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
193,281,214,281,214,293,193,293
228,282,257,282,257,293,228,293
98,284,149,282,149,298,98,299
277,285,289,285,289,292,277,292
252,304,281,304,281,316,252,316
157,308,176,308,176,316,157,316
186,304,243,307,242,320,186,317
41,308,49,308,49,316,41,316
81,306,138,306,138,317,81,317
80,317,101,317,101,328,80,328
117,318,154,318,154,328,117,328
162,320,190,320,190,328,162,328
170,328,230,328,230,338,170,338
243,328,274,325,275,337,244,340
285,328,348,328,348,338,285,338
354,326,373,326,373,338,354,338
78,329,113,329,113,340,78,340
122,329,161,327,161,338,122,340
255,349,337,348,337,359,256,361
100,353,112,353,112,361,100,361
118,350,157,350,157,362,118,362
162,353,214,353,214,361,162,361
228,352,244,352,244,360,228,360
183,374,275,369,276,383,184,387
289,369,321,371,321,383,288,381
122,373,181,369,181,382,122,385
134,386,202,384,202,393,134,395
150,396,193,396,193,406,150,406
200,396,237,396,237,405,200,405
133,397,145,397,145,406,133,406
