228,58,236,58,236,66,228,66
309,113,328,113,328,122,309,122
336,113,357,113,357,122,336,122
362,114,381,114,381,122,362,122
368,122,399,120,400,133,369,135
340,126,370,126,370,132,340,132
312,128,321,128,321,134,312,134
320,128,332,128,332,136,320,136
337,134,378,134,378,148,337,148
308,136,340,136,340,150,308,150
174,142,189,142,189,146,174,146
217,157,249,157,249,168,217,168
249,157,261,157,261,166,249,166
260,157,272,157,272,165,260,165
241,172,281,172,281,181,241,181
280,172,297,172,297,181,280,181
296,189,352,189,352,198,296,198
286,192,296,192,296,197,286,197
337,203,395,201,396,212,337,214
328,205,338,205,338,212,328,212
324,220,334,220,334,228,324,228
357,221,412,221,412,230,357,230
342,239,377,236,377,246,342,248
377,237,400,237,400,245,377,245
400,237,409,237,409,244,400,244
320,261,332,261,332,269,320,269
308,262,321,262,321,272,308,272
169,272,178,272,178,281,169,281
177,274,188,274,188,282,177,282
186,276,205,276,205,280,186,280
276,292,290,292,290,301,276,301
289,290,310,290,310,301,289,301
309,290,321,290,321,301,309,301
321,292,330,292,330,300,321,300
256,293,265,293,265,301,256,301
264,292,277,292,277,302,264,302
333,304,352,304,352,313,333,313
354,304,365,304,365,313,354,313
290,306,334,304,334,313,290,315
237,308,265,308,265,317,237,317
277,325,308,325,308,334,277,334
330,325,348,325,348,334,330,334
346,325,358,325,358,334,346,334
357,325,378,325,378,334,357,334
266,326,278,326,278,334,266,334
317,325,330,325,330,336,317,336
377,326,389,326,389,334,377,334
296,349,330,347,331,357,297,359
330,346,344,346,344,357,330,357
342,348,356,348,356,358,342,358
356,348,365,348,365,357,356,357
241,349,277,349,277,360,241,360
272,369,292,369,292,377,272,377
294,368,308,368,308,378,294,378
308,369,318,369,318,378,308,378
228,370,236,370,236,376,228,376
264,370,272,370,272,377,264,377
318,370,334,370,334,378,318,378
293,385,305,385,305,393,293,393
305,385,314,385,314,392,305,392
318,397,328,397,328,404,318,404
338,397,346,397,346,404,338,404
242,401,257,401,257,406,242,406
226,402,242,402,242,409,226,409
362,402,384,402,384,412,362,412
310,405,322,405,322,413,310,413
335,406,353,404,353,410,336,412
353,405,361,405,361,410,353,410
