90,113,97,113,97,121,90,121
146,120,156,120,156,128,146,128
154,121,172,121,172,129,154,129
170,121,184,121,184,129,170,129
124,144,148,144,148,150,124,150
140,181,156,181,156,188,140,188
156,181,169,181,169,189,156,189
66,202,73,202,73,210,66,210
73,202,81,202,81,210,73,210
80,202,89,202,89,210,80,210
149,202,157,202,157,210,149,210
156,202,168,202,168,212,156,212
88,204,96,204,96,213,88,213
162,202,184,202,184,221,162,221
105,205,116,205,116,212,105,212
146,212,158,212,158,220,146,220
138,213,148,213,148,221,138,221
157,213,165,213,165,221,157,221
186,216,213,216,213,225,186,225
213,217,221,217,221,225,213,225
273,217,296,217,296,226,273,226
253,218,262,218,262,222,253,222
237,220,246,220,246,228,237,228
269,230,289,230,289,242,269,242
286,230,301,230,301,242,286,242
214,237,226,237,226,245,214,245
277,249,286,249,286,257,277,257
241,258,267,261,266,272,240,269
266,262,280,262,280,270,266,270
184,273,210,273,210,282,184,282
170,277,177,277,177,286,170,286
154,278,172,278,172,286,154,286
234,278,250,278,250,290,234,290
248,281,269,281,269,293,248,293
178,293,198,293,198,302,178,302
196,292,213,292,213,302,196,302
253,306,290,306,290,320,253,320
181,310,204,310,204,322,181,322
237,322,248,322,248,330,237,330
248,324,257,324,257,333,248,333
193,325,225,325,225,338,193,338
282,328,293,328,293,333,282,333
252,333,290,337,289,351,250,347
182,344,197,344,197,357,182,357
177,346,185,346,185,354,177,354
196,348,210,348,210,357,196,357
96,353,104,353,104,362,96,362
102,354,112,354,112,362,102,362
128,353,140,353,140,365,128,365
110,356,117,356,117,364,110,364
116,356,122,356,122,364,116,364
121,356,130,356,130,364,121,364
96,364,105,364,105,373,96,373
104,366,145,366,145,376,104,376
