68,30,80,30,80,40,68,40
77,29,88,29,88,40,77,40
157,30,165,30,165,38,157,38
164,30,178,30,178,38,164,38
186,30,218,30,218,40,186,40
298,30,308,30,308,36,298,36
334,30,364,30,364,38,334,38
86,32,94,32,94,40,86,40
93,32,106,32,106,40,93,40
118,32,142,32,142,40,118,40
178,32,186,32,186,42,178,42
237,32,264,32,264,42,237,42
262,32,285,32,285,38,262,38
105,41,124,41,124,49,105,49
161,41,178,41,178,50,161,50
246,41,266,41,266,48,246,48
64,42,72,42,72,50,64,50
149,42,162,42,162,49,149,49
280,42,297,42,297,49,280,49
302,42,326,42,326,49,302,49
70,44,80,44,80,50,70,50
206,44,214,44,214,52,206,52
304,52,332,52,332,60,304,60
344,52,381,52,381,62,344,62
85,53,94,53,94,61,85,61
116,53,125,53,125,61,116,61
126,53,137,53,137,61,126,61
152,53,161,53,161,60,152,60
162,53,172,53,172,61,162,61
174,53,185,53,185,61,174,61
268,53,280,53,280,61,268,61
278,53,297,53,297,61,278,61
93,54,109,54,109,62,93,62
202,54,210,54,210,61,202,61
213,54,221,54,221,61,213,61
233,54,252,54,252,62,233,62
136,56,145,56,145,64,136,64
332,56,342,56,342,60,332,60
241,61,273,61,273,73,241,73
192,64,218,64,218,72,192,72
50,73,58,73,58,82,50,82
58,74,73,74,73,82,58,82
362,84,370,84,370,94,362,94
157,85,189,85,189,94,157,94
317,86,335,84,336,93,318,95
354,85,364,85,364,94,354,94
369,85,377,85,377,93,369,93
376,85,385,85,385,94,376,94
65,86,97,86,97,96,65,96
108,86,117,86,117,94,108,94
116,86,142,86,142,94,116,94
188,86,197,86,197,94,188,94
196,86,206,86,206,94,196,94
205,86,221,86,221,94,205,94
238,86,270,86,270,94,238,94
277,86,285,86,285,94,277,94
284,86,301,86,301,94,284,94
301,86,320,86,320,94,301,94
345,86,356,86,356,94,345,94
384,86,398,86,398,93,384,93
153,97,166,97,166,105,153,105
216,96,249,98,249,107,215,106
278,97,288,97,288,105,278,105
286,97,296,97,296,105,286,105
304,97,313,97,313,104,304,104
312,97,320,97,320,105,312,105
346,97,385,97,385,105,346,105
60,98,69,98,69,106,60,106
68,98,85,98,85,106,68,106
98,98,120,98,120,106,98,106
118,98,132,98,132,106,118,106
164,98,188,98,188,105,164,105
261,98,280,98,280,105,261,105
333,98,348,98,348,105,333,105
208,100,217,100,217,108,208,108
150,108,185,108,185,117,150,117
241,108,265,108,265,117,241,117
312,108,330,108,330,117,312,117
338,108,356,108,356,116,338,116
58,109,81,109,81,117,58,117
201,109,218,109,218,117,201,117
217,109,225,109,225,117,217,117
264,109,272,109,272,117,264,117
304,109,313,109,313,117,304,117
124,110,133,110,133,118,124,118
194,110,202,110,202,117,194,117
270,110,285,110,285,117,270,117
82,112,92,112,92,116,82,116
281,118,312,118,312,129,281,129
374,118,381,118,381,126,374,126
213,120,225,120,225,128,213,128
224,120,242,120,242,128,224,128
328,120,337,120,337,128,328,128
349,120,376,120,376,128,349,128
57,121,76,121,76,130,57,130
74,121,82,121,82,128,74,128
81,121,93,121,93,128,81,128
92,121,101,121,101,128,92,128
121,121,138,121,138,126,121,126
138,121,146,121,146,126,138,126
150,121,160,121,160,130,150,130
158,121,185,121,185,132,158,132
241,121,264,121,264,130,241,130
336,121,350,121,350,128,336,128
257,129,272,129,272,138,257,138
269,128,284,128,284,141,269,141
313,129,336,129,336,138,313,138
354,129,373,129,373,138,354,138
374,129,404,129,404,138,374,138
220,130,238,130,238,138,220,138
70,132,78,132,78,141,70,141
93,132,120,132,120,140,93,140
118,132,128,132,128,137,118,137
129,132,140,132,140,141,129,141
164,132,172,132,172,138,164,138
186,132,202,132,202,138,186,138
201,132,221,132,221,138,201,138
301,132,314,132,314,140,301,140
64,133,72,133,72,140,64,140
225,140,254,140,254,149,225,149
61,141,72,141,72,150,61,150
180,141,189,141,189,149,180,149
273,141,281,141,281,149,273,149
280,141,300,141,300,150,280,150
317,141,330,141,330,149,317,149
356,141,376,141,376,149,356,149
70,142,88,142,88,150,70,150
96,142,130,142,130,150,96,150
329,142,357,142,357,150,329,150
140,144,148,144,148,150,140,150
164,144,180,144,180,150,164,150
72,150,85,150,85,161,72,161
188,152,217,152,217,161,188,161
328,152,336,152,336,160,328,160
341,152,358,152,358,161,341,161
65,153,74,153,74,161,65,161
142,153,174,153,174,164,142,164
244,153,261,153,261,161,244,161
278,153,314,153,314,161,278,161
334,153,342,153,342,161,334,161
126,153,144,153,144,165,126,165
230,154,245,154,245,161,230,161
104,162,126,162,126,173,104,173
366,162,400,162,400,172,366,172
64,164,105,164,105,173,64,173
156,164,174,164,174,173,156,173
208,164,216,164,216,172,208,172
234,164,253,164,253,172,234,172
252,164,290,164,290,172,252,172
301,162,331,164,330,173,300,171
340,165,367,163,368,171,341,173
214,165,224,165,224,173,214,173
78,174,89,174,89,184,78,184
206,174,222,174,222,184,206,184
228,174,240,174,240,182,228,182
257,174,282,174,282,184,257,184
290,176,330,174,330,183,290,185
113,176,134,176,134,186,113,186
132,174,144,174,144,188,132,188
142,176,164,176,164,184,142,184
184,176,198,176,198,184,184,184
197,176,206,176,206,184,197,184
221,176,229,176,229,184,221,184
58,177,78,177,78,182,58,182
105,177,116,177,116,185,105,185
94,208,108,208,108,216,94,216
106,208,121,208,121,218,106,218
137,208,146,208,146,217,137,217
146,208,157,208,157,217,146,217
156,208,166,208,166,217,156,217
194,229,205,229,205,237,194,237
228,229,236,229,236,237,228,237
234,229,244,229,244,237,234,237
346,229,356,229,356,237,346,237
356,229,365,229,365,237,356,237
64,230,72,230,72,237,64,237
70,230,78,230,78,236,70,236
